Ensembl,TOM.similarity.measure,Name,gene_biotype,treated.atf4.vs.rosa26_logFC,treated.atf4.vs.rosa26_logCPM,treated.atf4.vs.rosa26_adjusted.pvalue
ENSMUSG00000057835.8,0.0991759784948715,Zfp119a,protein_coding,-0.181461890223188,2.05888504296466,0.569821738993157
ENSMUSG00000028278.15,0.0991179502983092,Rragd,protein_coding,0.60373325539382,1.43349171029689,0.115054237085695
ENSMUSG00000058258.16,0.0990746791983722,Idi1,protein_coding,-1.08364036208093,5.19165158301537,6.60344169608334e-07
ENSMUSG00000037172.15,0.0985744694518313,Dennd11,protein_coding,0.0608368244851979,5.71139406340045,0.551654201578529
ENSMUSG00000027194.17,0.0985177370953936,Ttc17,protein_coding,0.453281477075106,5.39975318002025,0.00215040813309593
ENSMUSG00000033623.14,0.0984924158434536,Pcgf3,protein_coding,0.132800295979512,4.74032381357264,0.424068927186417
ENSMUSG00000036934.10,0.0982620615952695,4921524J17Rik,protein_coding,0.405811001966022,3.99528211893602,0.0140585717993587
ENSMUSG00000014771.14,0.0981396457970908,Pdcd2,protein_coding,0.239324103425555,5.76043899457669,0.172839178045968
ENSMUSG00000062761.8,0.0980891965739394,Zfp512,protein_coding,0.202437592376768,5.38388702186768,0.133816432123568
ENSMUSG00000075000.12,0.0979172446868565,Nrbf2,protein_coding,0.0406987259834723,4.37950573233416,0.841265031983728
ENSMUSG00000037363.10,0.0977365614397494,Letm2,protein_coding,0.82005469547641,3.20390864089352,0.000138142678300225
ENSMUSG00000029314.15,0.0976948717787724,Gpat3,protein_coding,NA,NA,NA
ENSMUSG00000056144.15,0.0963226686345896,Trim34a,protein_coding,0.169008684427204,5.0273016817624,0.267049678238777
ENSMUSG00000025235.9,0.0955136798638907,Bbs4,protein_coding,0.143472755246535,2.86744274728063,0.539825194182848
ENSMUSG00000108414.3,0.0954292639321896,Snhg1,lncRNA,0.758926004824608,7.47553754005063,0.00479939582638394
ENSMUSG00000059897.6,0.0949902659860971,Zfp930,protein_coding,0.367568806476759,4.21312515339185,0.0357160746339239
ENSMUSG00000032369.14,0.0947434418909094,Plscr1,protein_coding,-0.0597347726146609,5.55348330751311,0.728134045130232
ENSMUSG00000071281.13,0.0940016913295203,Zfp65,protein_coding,-0.276924555397004,4.01090464350554,0.0597517728397061
ENSMUSG00000039662.17,0.0938793779131677,Icmt,protein_coding,0.116567860101217,5.8222677660285,0.233641320256698
ENSMUSG00000004394.13,0.0938671489221665,Tmed4,protein_coding,0.248606409121986,4.65327278649672,0.0522777256701876
ENSMUSG00000026675.13,0.0934887333668019,Hsd17b7,protein_coding,-0.287720756291926,4.38532692010834,0.0619707467789912
ENSMUSG00000066880.16,0.0934548592210312,Zfp617,protein_coding,0.210602009876237,3.93210406008539,0.1574701462699
ENSMUSG00000093930.3,0.0932990511830343,Hmgcs1,protein_coding,-0.671783829755354,6.80664318681254,1.83736182929756e-06
ENSMUSG00000059939.14,0.0932210433837052,9430015G10Rik,protein_coding,-0.461544524500883,5.04858198713726,0.00018741599627037
ENSMUSG00000020593.17,0.0931827389200702,Lpin1,protein_coding,0.44242767787508,4.68879745800136,0.000588460091343624
ENSMUSG00000020142.13,0.0931316281092257,Slc1a4,protein_coding,-1.42966137357099,3.99120801122998,4.57352720189966e-08
ENSMUSG00000061577.13,0.092808217204383,Adgrg5,protein_coding,-0.0462308533705458,6.60598553350482,0.698264984917162
ENSMUSG00000085385.9,0.0926753634619376,Snhg17,lncRNA,0.0208428864759941,5.95658144299308,0.883146072670552
ENSMUSG00000032913.14,0.0926197636422682,Lrig2,protein_coding,0.373578604945453,4.5560616198865,0.0362149439025458
ENSMUSG00000039814.16,0.0924238168137725,Xkr5,protein_coding,-0.758526416693926,3.22473722427305,0.00437036670340029
ENSMUSG00000024317.16,0.0922405788647188,Rnf138,protein_coding,0.326883803110671,6.50333502634237,0.00213382072488257
ENSMUSG00000120352.1,0.092232406822804,Gm57078,lncRNA,0.471009917425906,0.0395467943696137,0.508412693363175
ENSMUSG00000048373.9,0.0920015247710156,Fgfbp1,protein_coding,NA,NA,NA
ENSMUSG00000022369.14,0.0917188719389048,Mtbp,protein_coding,-0.770300650095148,5.47370958220879,6.27172267941522e-07
ENSMUSG00000060121.16,0.0913043358666079,Gemin2,protein_coding,-0.0659521866638505,5.01975915551834,0.704978455852675
ENSMUSG00000039275.10,0.0912729375937808,Foxk2,protein_coding,-0.00920907172598753,6.81944546146613,0.937775167675591
ENSMUSG00000025383.3,0.0908905564114368,Il23a,protein_coding,NA,NA,NA
ENSMUSG00000078994.10,0.0906930881579844,Zfp429,protein_coding,0.275905106959657,3.24907426202399,0.249114820783142
ENSMUSG00000045435.10,0.0905095883519921,Tmem60,protein_coding,-0.30596785314978,3.21055527650659,0.272653904029024
ENSMUSG00000032515.9,0.0904126052718458,Csrnp1,protein_coding,0.0534487899382506,6.28105272091994,0.654513469200853
ENSMUSG00000037447.17,0.0902138003127604,Arid5a,protein_coding,0.0184705702894949,8.85994365205632,0.82415717262994
ENSMUSG00000029012.12,0.0899791726566265,Orc5,protein_coding,0.253768865484678,4.80224447274934,0.0424258369429888
ENSMUSG00000039531.9,0.0897287253674062,Zup1,protein_coding,0.446453202316006,5.3272883036526,0.0745884479425276
ENSMUSG00000048921.12,0.0895274475119632,Zfp689,protein_coding,0.142995051404073,2.95681955250522,0.551284447144974
ENSMUSG00000032782.20,0.0893565214399187,Cntrob,protein_coding,-0.241174136691676,4.72989497445569,0.0183273092645422
ENSMUSG00000007379.16,0.0893473879584584,Dennd2c,protein_coding,0.844405728787708,3.01039448365546,0.000427246676625994
ENSMUSG00000024143.16,0.0890077859492468,Rhoq,protein_coding,-0.130069139905849,5.21377077739861,0.158614239451906
ENSMUSG00000062101.13,0.0885407102050664,Zfp119b,protein_coding,0.152802949207312,1.5702252449291,0.773981676117843
ENSMUSG00000027959.15,0.0885292458572425,Sass6,protein_coding,-0.57732603899464,4.82166419111253,7.24226929069668e-05
ENSMUSG00000023004.9,0.0878981715691539,Tuba1b,protein_coding,-1.19024438006054,9.50152983167648,1.13383900199203e-05
ENSMUSG00000021510.12,0.0877270095304967,Zfp729a,protein_coding,0.459006944352395,4.65189577543985,0.000241651612792374
ENSMUSG00000063281.10,0.0875396273145793,Zfp35,protein_coding,-0.0810612162067719,4.23156579512699,0.711227175965879
ENSMUSG00000024601.10,0.0874088356589588,Isoc1,protein_coding,-0.27855608044673,6.29996721004823,0.00430462282966058
ENSMUSG00000054648.9,0.0870032090314508,Zfp869,protein_coding,0.212581091343413,5.93556011087392,0.0123302939554293
ENSMUSG00000024764.11,0.086806402035868,Naa40,protein_coding,-0.424795555924403,6.31526563044276,5.25669170046546e-05
ENSMUSG00000008136.15,0.0867665794182312,Fhl2,protein_coding,-0.699774116612046,2.52776538904759,0.0123534589544996
ENSMUSG00000050846.10,0.0865756048217753,Zfp623,protein_coding,0.425743074542166,2.65070225547155,0.120936261331493
ENSMUSG00000046999.3,0.08626870250273,1110032F04Rik,protein_coding,0.635971680752476,4.67627180537872,0.000453783135248666
ENSMUSG00000027222.15,0.0862556729086567,Pex16,protein_coding,-0.0075314609192952,4.20052091069285,0.977292696857769
ENSMUSG00000027901.13,0.0858621893494197,Dennd2d,protein_coding,-0.619209209928028,7.5898167432319,2.86418610028826e-08
ENSMUSG00000028619.16,0.08567783785493,Tceanc2,protein_coding,0.0886025070719146,5.16919464738698,0.568780355738678
ENSMUSG00000020491.16,0.08560979202146,2810021J22Rik,protein_coding,0.560042071953254,3.35640845912662,0.00393786354653106
ENSMUSG00000049307.7,0.0854538027618568,Fut4,protein_coding,-0.766314541982874,3.70837450791291,0.000493464557884574
ENSMUSG00000038023.13,0.0853485590795229,Atp6v0a2,protein_coding,0.148398654779366,6.59382947907863,0.063412432615928
ENSMUSG00000051517.15,0.0843207098199312,Arhgef39,protein_coding,-0.557983855916191,3.09867184441502,0.0818373568627431
ENSMUSG00000023045.14,0.0842871666325267,Soat2,protein_coding,-1.21680224057855,4.83341999144237,2.31693448873794e-08
ENSMUSG00000034509.10,0.0841877572097413,Mad2l1bp,protein_coding,-0.195046501289922,4.33344265171414,0.308619432195527
ENSMUSG00000031604.11,0.0837911416851623,Msmo1,protein_coding,-0.575621587939848,4.88948385636319,0.00108554972341655
ENSMUSG00000035949.16,0.0837771145578471,Fbxw2,protein_coding,-0.1036914157807,6.25164542149994,0.20377070228221
ENSMUSG00000056919.10,0.0837577528713019,Cep162,protein_coding,0.107283134586514,4.40026982723675,0.431139781630671
ENSMUSG00000001467.6,0.0837248069170445,Cyp51,protein_coding,-0.742404738285898,6.47666226616176,1.58404852913544e-05
ENSMUSG00000058900.6,0.0835717199988584,NA,NA,0.166246057905468,2.72507219387371,0.566889441724948
ENSMUSG00000029366.11,0.0833583851275382,Dck,protein_coding,-0.540503019038822,6.52472838810903,5.22718084864782e-05
ENSMUSG00000031431.14,0.0828110807244772,Tsc22d3,protein_coding,0.809594411660656,5.18998999892572,0.00018741599627037
ENSMUSG00000030126.18,0.0827410156049265,Tmcc1,protein_coding,0.485300510679063,4.20534499179473,0.0195519440307004
ENSMUSG00000036501.8,0.082573578770067,Fam13b,protein_coding,0.0938799963727672,6.4049323221084,0.511418353113631
ENSMUSG00000041440.19,0.0825358233655863,Gk5,protein_coding,0.260092978116494,3.01967775278525,0.155512992168419
ENSMUSG00000039756.13,0.0816354304175071,Dnttip2,protein_coding,-0.0302379958859534,6.65580119523907,0.809723415823818
ENSMUSG00000032182.16,0.081381033030754,Yipf2,protein_coding,0.177260749715208,3.20341961515681,0.40548633398747
ENSMUSG00000096188.2,0.0812525052650021,Cmtm4,protein_coding,-0.196035467172186,4.09420995543928,0.31581990448455
ENSMUSG00000074671.7,0.0809359309268901,Tspyl3,protein_coding,-0.218192809264429,5.1340764692426,0.125415318408656
ENSMUSG00000015533.10,0.0808133736620683,Itga2,protein_coding,0.455676085295627,1.95873401170019,0.0900406763362777
ENSMUSG00000049969.4,0.0806821173276186,Plekhf2,protein_coding,-0.0811002768006006,4.98503772713946,0.617316254599823
ENSMUSG00000035953.15,0.080468011592729,Pip4p1,protein_coding,-0.0165030772171362,4.71955944339943,0.904352480805054
ENSMUSG00000044345.10,0.080439757081455,Marveld1,protein_coding,-0.189155592047658,4.70055478135998,0.169899702399587
ENSMUSG00000036223.17,0.0802740842611121,Ska1,protein_coding,-0.463861581969784,4.37214212745544,0.01939817733977
ENSMUSG00000021701.9,0.0801105718350456,Plk2,protein_coding,0.177399835035182,3.26864249939561,0.23673219168089
ENSMUSG00000046792.9,0.0800605803521387,Zfp787,protein_coding,0.32645673809433,4.66518558578914,0.0286619280238457
ENSMUSG00000019823.18,0.0800351378237365,Mical1,protein_coding,0.286405459573192,7.38341767059131,0.0126087337544881
ENSMUSG00000030149.16,0.0798682035301175,Klrk1,protein_coding,0.358122074519909,5.21353836895375,0.00923265031251688
ENSMUSG00000008429.9,0.0797630318242779,Herpud2,protein_coding,0.461021658555522,5.7094955700218,0.000567960079249639
ENSMUSG00000038671.16,0.0796989987503918,Arfrp1,protein_coding,-0.0149951999471061,5.97714473591801,0.904222227945447
ENSMUSG00000043289.13,0.0793805328129622,Mei4,protein_coding,NA,NA,NA
ENSMUSG00000016552.14,0.0793801158738602,Foxred2,protein_coding,0.135470049590649,4.97582396033964,0.232176909162826
ENSMUSG00000024012.19,0.0792862048827344,Mtch1,protein_coding,-0.45362882220744,7.40332925214103,0.000522972797301543
ENSMUSG00000044477.13,0.0791901854799288,Zfand3,protein_coding,0.332133772822576,5.31691579958738,0.00224533426950647
ENSMUSG00000022018.8,0.0791761945478649,Rgcc,protein_coding,0.407176933532136,4.63309212390357,0.0336120442987245
ENSMUSG00000025403.6,0.079142074239484,Shmt2,protein_coding,-1.22684392450613,8.39846599236561,1.6230920432817e-08
ENSMUSG00000040586.9,0.0790788363413344,Ofd1,protein_coding,0.132500007554878,5.19537161588614,0.204534080626727
ENSMUSG00000016510.12,0.0788579763658698,Mtif3,protein_coding,0.278783836466017,4.23870075054446,0.120948008034464
ENSMUSG00000104101.2,0.0787030452546256,Gm37881,TEC,0.163252726353405,2.45339396071272,0.739038862832278
ENSMUSG00000026577.14,0.0783783872321058,Blzf1,protein_coding,-0.183798918067435,3.97381177392213,0.244956493238929
ENSMUSG00000022498.17,0.0781212330718064,Txndc11,protein_coding,-0.0644733847250616,5.48318552346993,0.558685558911401
ENSMUSG00000025971.7,0.078116137055186,Maip1,protein_coding,0.115572818090557,4.40866787634146,0.365164772990839
ENSMUSG00000038418.8,0.0779443812427142,NA,NA,-0.210144141427818,3.38095822546689,0.332254774084823
ENSMUSG00000041313.15,0.0777316920239841,Slc7a1,protein_coding,-0.759764494184477,7.8120193287787,6.65915282032101e-08
ENSMUSG00000066892.15,0.0777286778919666,Fbxl12,protein_coding,0.511385951089769,5.30885876165546,3.49184651380894e-06
ENSMUSG00000036432.9,0.0777130700797881,Siah2,protein_coding,-0.494472617560287,4.3895549680264,0.00245814968481253
ENSMUSG00000019808.9,0.0776032343836686,Adat2,protein_coding,0.148127541299745,3.46958669670344,0.384772064634181
ENSMUSG00000069495.13,0.0775941167093882,Epc2,protein_coding,0.350909512243206,5.84586294516774,0.000190898439235793
ENSMUSG00000012640.17,0.0775436328542911,Zfp715,protein_coding,0.239155860464544,4.47489798667268,0.0673201054939779
ENSMUSG00000056498.14,0.0774676348295336,Tmem154,protein_coding,-0.306877183916536,3.74096922558003,0.113779817222158
ENSMUSG00000018916.6,0.0773000536020625,Csf2,protein_coding,NA,NA,NA
ENSMUSG00000025225.16,0.0770778379062904,Nfkb2,protein_coding,0.471197859192345,6.05929231707717,9.59758099955057e-06
ENSMUSG00000070420.5,0.0770589097135692,Zscan25,protein_coding,0.186464586979904,4.67999226953009,0.1737065280184
ENSMUSG00000031770.17,0.0770403642752517,Herpud1,protein_coding,-0.545350240524614,6.38366303586013,9.25690579852459e-05
ENSMUSG00000050957.5,0.0768943104734828,Insl6,protein_coding,0.26478266014447,3.11872585081304,0.232448520500192
ENSMUSG00000032788.16,0.0768905215564835,Pdxk,protein_coding,-0.308613750118321,5.05663529430923,0.059341046784589
ENSMUSG00000030980.18,0.0765685317088458,NA,NA,-0.300245303675978,6.03949609763764,0.00485970267069382
ENSMUSG00000025137.16,0.0763147676800032,Pcyt2,protein_coding,-0.339481898808545,5.84111530356413,0.00233360114641533
ENSMUSG00000036817.15,0.0763054761120651,Sun1,protein_coding,0.251064976318934,5.96828376842773,0.0254943009729981
ENSMUSG00000038181.17,0.0762281107820487,Chpf2,protein_coding,-0.40916842561609,5.97673369964832,4.74893202742336e-05
ENSMUSG00000020834.18,0.0761154632453769,Dhrs13,protein_coding,-0.221560162583852,3.57721153893129,0.219277186675844
ENSMUSG00000075033.5,0.0759112422915464,Nxpe3,protein_coding,0.133917488229623,5.82637032235186,0.130937161140731
ENSMUSG00000036473.17,0.0757696744312251,Tbc1d24,protein_coding,-0.565023671565483,2.87582183630048,0.0335274453153484
ENSMUSG00000022802.3,0.0757539394148623,Lmln,protein_coding,0.418020848414388,2.12048313415419,0.196301419258064
ENSMUSG00000026889.13,0.075744933255032,Rbm18,protein_coding,0.307908376056362,4.91621713405648,0.00235690524944719
ENSMUSG00000026798.11,0.0756527371867164,Coq4,protein_coding,-0.460635342071616,2.34310852975246,0.0737612054249845
ENSMUSG00000031700.12,0.075626335063942,Gpt2,protein_coding,-2.02668467664123,4.11975670392222,1.24569481995134e-09
ENSMUSG00000085438.3,0.0751350090659927,Oip5os1,lncRNA,-0.00201768485655733,7.67422712227137,0.983545266527258
ENSMUSG00000024095.16,0.0750298092348173,NA,NA,-0.377684065720398,6.59796374303463,2.3901114563517e-05
ENSMUSG00000028680.15,0.0750032746039889,Plk3,protein_coding,-0.58955305928289,4.19924588779513,5.61343318182003e-05
ENSMUSG00000042444.11,0.0747457246950869,Mindy2,protein_coding,0.281395984041646,6.0020308654121,0.000646883074992338
ENSMUSG00000090326.3,0.0747128747952769,Dthd1,protein_coding,NA,NA,NA
ENSMUSG00000078995.11,0.0744796854584714,Zfp456,protein_coding,0.294857079795201,2.49907203788963,0.31434154005067
ENSMUSG00000045248.7,0.0744380838898572,Med26,protein_coding,0.161244357614183,4.42236994107558,0.234634529894667
ENSMUSG00000022364.15,0.0742316793016716,Tbc1d31,protein_coding,-1.03229257357708,4.57801056405947,6.17811106145048e-08
ENSMUSG00000110277.3,0.074104046562841,Gm45871,protein_coding,0.347001903146708,2.94917249426293,0.209022652800073
ENSMUSG00000012296.17,0.0738453767851984,Tjap1,protein_coding,0.132948529003617,5.1673968005617,0.280508558888007
ENSMUSG00000024792.10,0.0736452436453776,Zfpl1,protein_coding,-0.304430116559164,3.5265305537094,0.136907848511251
ENSMUSG00000086997.2,0.0735062523985861,Gm12981,lncRNA,-0.401271245603322,-0.311650659252497,0.611408375749728
ENSMUSG00000032883.16,0.0734944435763438,Acsl3,protein_coding,0.38135612659473,2.8381054523657,0.244045242930579
ENSMUSG00000053581.14,0.0734854173869704,Zfand2a,protein_coding,-0.0101029120805875,4.52388793238301,0.937741661160998
ENSMUSG00000053398.12,0.0734609115935171,Phgdh,protein_coding,-1.03805735213634,8.77954637795916,6.48586758356881e-07
ENSMUSG00000021886.8,0.0733590719509601,Gpr65,protein_coding,-0.0434794600963592,5.44071743562368,0.79210883326851
ENSMUSG00000026102.10,0.0733079977461384,Inpp1,protein_coding,0.2847522343979,5.48326110091246,0.00215040813309593
ENSMUSG00000051457.8,0.0732810563591135,Spn,protein_coding,-0.0406177424166526,8.21980409711004,0.789389273081776
ENSMUSG00000032599.13,0.0732025969138823,Ip6k2,protein_coding,0.120462513493313,4.77723301845243,0.43815253473969
ENSMUSG00000062054.8,0.0731928301558348,Iah1,protein_coding,-0.376086442528813,4.17099918426286,0.0207132967850609
ENSMUSG00000029836.16,0.0731625927498061,Cbx3,protein_coding,-0.323193786557896,7.56344193999514,0.0023358879662523
ENSMUSG00000042579.4,0.0728158615225624,4632404H12Rik,lncRNA,-0.203182009323127,3.89330078299001,0.26345359023309
ENSMUSG00000025986.7,0.0727905613890376,Slc39a10,protein_coding,-0.392810278108686,4.54668824478871,0.000993955595800124
ENSMUSG00000045216.8,0.0727394874806331,Hs6st1,protein_coding,0.00103821072334124,4.32874720602723,0.995676069533411
ENSMUSG00000003929.12,0.0726708300783866,Zfp81,protein_coding,0.289160750691499,4.27907921287557,0.0213454574810842
ENSMUSG00000001482.16,0.0726563392564187,Def8,protein_coding,-0.350782796278429,5.06049432438714,0.0086897497558551
